Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27,0,0.249,1410,0.206,3,1,0.136,1,714,4,1,71,4,2,0.175,4,0.101,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4
37,0,0.15,1225,0.138,10,2,0.147,1,715,4,0,80,4,1,0.161,4,0.255,4680,15232,3,0,17,3,1,0,4,2,3,1,0,0,0
50,0,0.15,1207,0.138,28,1,0.136,1,716,4,0,74,4,1,0.239,3,0.125,3221,3297,1,1,11,3,3,3,20,3,3,20,8,3,8
34,0,0.15,1442,0.138,9,3,0.136,1,717,4,1,46,2,3,0.069,2,0.255,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7
24,1,0.15,693,0.206,3,2,0.147,1,720,1,1,65,3,2,0.175,3,0.255,4577,24785,9,0,14,3,1,0,4,3,3,2,2,2,0
39,0,0.15,408,0.138,2,4,0.242,1,721,4,1,80,2,2,0.069,3,0.255,4553,20978,1,0,11,3,1,0,20,4,3,20,7,11,10
32,0,0.15,929,0.206,10,3,0.22,1,722,4,0,55,3,2,0.175,4,0.255,5396,21703,1,0,12,3,4,0,10,2,2,10,7,0,8
50,1,0.249,562,0.206,8,2,0.242,1,723,2,0,50,3,2,0.175,3,0.125,6796,23452,3,1,14,3,1,1,18,4,3,4,3,1,3
38,0,0.15,827,0.138,1,4,0.147,1,724,2,1,33,4,2,0.069,4,0.255,7625,19383,0,0,13,3,3,0,10,4,2,9,7,1,8
27,0,0.15,608,0.138,1,2,0.147,1,725,3,1,68,3,3,0.069,1,0.125,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7
32,0,0.15,1018,0.138,3,2,0.147,1,727,3,1,39,3,3,0.025,4,0.255,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7
47,0,0.15,703,0.206,14,4,0.22,1,728,4,0,42,3,2,0.175,1,0.255,4960,11825,2,0,12,3,4,0,20,2,3,7,7,1,7
40,0,0.249,580,0.206,5,4,0.147,1,729,4,0,48,2,3,0.175,1,0.125,10475,23772,5,1,21,4,3,1,20,2,3,18,13,1,12
53,0,0.15,970,0.138,7,3,0.147,1,730,3,0,59,4,4,0.025,3,0.125,14814,13514,3,0,19,3,3,0,32,3,3,5,1,1,3
41,0,0.15,427,0.19,10,4,0.259,1,731,2,0,73,2,5,0.049,4,0.101,19141,8861,3,0,15,3,2,3,23,2,2,21,6,12,6
60,0,0.15,1179,0.206,16,4,0.22,1,732,1,0,84,3,2,0.175,1,0.255,5405,11924,8,0,14,3,4,0,10,1,3,2,2,2,2
27,0,0.249,294,0.138,10,2,0.147,1,733,4,0,32,3,3,0.069,1,0.101,8793,4809,1,0,21,4,3,2,9,4,2,9,7,1,7
41,0,0.15,314,0.19,1,3,0.259,1,734,4,0,59,2,5,0.049,3,0.125,19189,19562,1,0,12,3,2,1,22,3,3,22,7,2,10
50,0,0.15,316,0.206,8,4,0.22,1,738,4,0,54,3,1,0.398,2,0.125,3875,9983,7,0,15,3,4,1,4,2,3,2,2,2,2
28,1,0.15,654,0.138,1,2,0.147,1,741,1,1,67,1,1,0.161,2,0.255,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7
36,0,0.08,427,0.138,8,3,0.147,1,742,1,1,63,4,3,0.025,1,0.125,11713,20335,9,0,14,3,1,1,10,2,3,8,7,0,5
38,0,0.15,168,0.138,1,3,0.147,1,743,3,1,81,3,3,0.069,3,0.255,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0
44,0,0.08,381,0.138,24,3,0.136,1,744,1,0,49,1,1,0.239,3,0.255,3708,2104,2,0,14,3,3,0,9,5,3,5,2,1,4
47,0,0.249,217,0.206,3,3,0.136,1,746,4,1,49,3,4,0.175,3,0.101,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13
30,0,0.15,501,0.206,27,5,0.22,1,747,3,0,99,3,2,0.175,4,0.101,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7
29,0,0.15,1396,0.206,10,3,0.147,1,749,3,0,99,3,1,0.398,3,0.255,2642,2755,1,0,11,3,3,0,1,6,3,1,0,0,0
42,1,0.249,933,0.138,19,3,0.136,1,752,3,0,57,4,1,0.161,3,0.101,2759,20366,6,1,12,3,4,0,7,2,3,2,2,2,2
43,0,0.249,775,0.206,15,3,0.147,1,754,4,0,47,2,2,0.175,4,0.125,6804,23683,3,0,18,3,3,1,7,5,3,2,2,2,2
34,0,0.15,970,0.138,8,2,0.136,1,757,2,1,96,3,2,0.069,3,0.255,6142,7360,3,0,11,3,4,0,10,2,3,5,1,4,3
23,0,0.15,650,0.138,9,1,0.136,1,758,2,0,37,3,1,0.239,1,0.125,2500,4344,1,0,14,3,4,1,5,2,4,4,3,0,2
39,0,0.15,141,0.19,3,3,0.259,1,760,3,1,44,4,2,0.231,2,0.125,6389,18767,9,0,15,3,3,1,12,3,1,8,3,3,6
56,0,0.15,832,0.138,9,3,0.136,1,762,3,0,81,3,4,0.069,4,0.125,11103,20420,7,0,11,3,3,0,30,1,2,10,7,1,1
40,0,0.15,804,0.138,2,1,0.136,1,763,4,1,86,2,1,0.161,4,0.255,2342,22929,0,1,20,4,4,0,5,2,2,4,2,2,3
27,0,0.15,975,0.138,7,3,0.136,1,764,4,1,55,2,2,0.069,1,0.255,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7
29,0,0.15,1090,0.206,10,3,0.22,1,766,4,0,83,3,1,0.398,2,0.101,2297,17967,1,0,14,3,4,2,2,2,3,2,2,2,2
53,0,0.15,346,0.138,6,3,0.147,1,769,4,0,86,3,2,0.239,4,0.255,2450,10919,2,0,17,3,4,0,19,4,3,2,2,2,2
35,0,0.08,1225,0.138,2,4,0.147,1,771,4,1,61,3,2,0.069,1,0.101,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0
32,0,0.249,430,0.138,24,4,0.147,1,772,1,0,80,3,2,0.239,4,0.125,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7
38,0,0.15,268,0.138,2,5,0.136,1,773,4,0,92,3,1,0.161,3,0.125,3057,20471,6,1,13,3,2,1,6,0,1,1,0,0,1
34,0,0.15,167,0.138,8,5,0.147,1,775,2,1,32,3,2,0.069,1,0.101,5121,4187,3,0,14,3,3,1,7,3,3,0,0,0,0
52,0,0.15,621,0.206,3,4,0.22,1,776,3,0,31,2,4,0.049,1,0.125,16856,10084,1,0,11,3,1,0,34,3,4,34,6,1,16
33,1,0.15,527,0.138,1,4,0.134,1,780,4,0,63,3,1,0.161,4,0.255,2686,5207,1,1,13,3,3,0,10,2,2,10,9,7,8
25,0,0.15,883,0.206,26,1,0.136,1,781,3,1,32,3,2,0.175,4,0.255,6180,22807,1,0,23,4,2,0,6,5,2,6,5,1,4
45,0,0.15,954,0.206,2,2,0.242,1,783,2,0,46,1,2,0.398,3,0.255,6632,12388,0,0,13,3,1,0,9,3,3,8,7,3,1
23,0,0.15,310,0.138,10,1,0.136,1,784,1,0,79,4,1,0.161,3,0.255,3505,19630,1,0,18,3,4,0,2,3,3,2,2,0,2
47,1,0.249,719,0.206,27,2,0.147,1,785,2,1,77,4,2,0.175,3,0.255,6397,10339,4,1,12,3,4,0,8,2,3,5,4,1,3
34,0,0.15,304,0.206,2,3,0.134,1,786,4,0,60,3,2,0.175,4,0.255,6274,18686,1,0,22,4,3,0,6,5,3,6,5,1,4
55,1,0.15,725,0.138,2,3,0.136,1,787,4,0,78,3,5,0.049,1,0.125,19859,21199,5,1,13,3,4,1,24,2,3,5,2,1,4
36,0,0.08,1434,0.206,8,4,0.147,1,789,1,0,76,2,3,0.175,1,0.255,7587,14229,1,0,15,3,2,0,10,1,3,10,7,0,9
52,0,0.08,715,0.138,19,4,0.136,1,791,4,0,41,3,1,0.161,4,0.125,4258,26589,0,0,18,3,1,1,5,3,3,4,3,1,2
26,0,0.249,575,0.138,1,2,0.147,1,792,1,1,71,1,1,0.239,4,0.101,4364,5288,3,0,14,3,1,1,5,2,3,2,2,2,0
29,0,0.15,657,0.138,27,3,0.136,1,793,2,1,66,3,2,0.069,3,0.125,4335,25549,4,0,12,3,1,1,11,3,2,8,7,1,1
26,1,0.15,1146,0.206,8,3,0.242,1,796,4,0,38,2,2,0.175,1,0.255,5326,3064,6,0,17,3,3,0,6,2,2,4,3,1,2
34,0,0.15,182,0.138,1,4,0.147,1,797,2,1,72,4,1,0.161,4,0.255,3280,13551,2,0,16,3,3,0,10,2,3,4,2,1,3
54,0,0.15,376,0.138,19,4,0.136,1,799,4,1,95,3,2,0.069,1,0.101,5485,22670,9,1,11,3,2,2,9,4,3,5,3,1,4
27,0,0.249,829,0.206,8,1,0.22,1,800,3,0,84,3,2,0.175,4,0.125,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1
37,0,0.15,571,0.138,10,1,0.147,1,802,4,1,82,3,1,0.161,1,0.101,2782,19905,0,1,13,3,2,2,6,3,2,5,3,4,3
38,0,0.249,240,0.138,2,4,0.147,1,803,1,1,75,4,2,0.069,1,0.255,5980,26085,6,1,12,3,4,0,17,2,3,15,7,4,12
34,0,0.15,121,0.138,2,4,0.136,1,804,3,1,86,2,1,0.161,1,0.255,4381,7530,1,0,11,3,3,0,6,3,3,6,5,1,3
35,0,0.15,384,0.206,8,4,0.147,1,805,1,1,72,3,1,0.398,4,0.125,2572,20317,1,0,16,3,2,1,3,1,2,3,2,0,2
30,0,0.15,921,0.138,1,3,0.147,1,806,4,0,38,1,1,0.239,3,0.125,3833,24375,3,0,21,4,3,2,7,2,3,2,2,0,2
40,0,0.249,791,0.138,2,2,0.136,1,807,3,1,38,4,2,0.069,2,0.125,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7
34,0,0.15,1111,0.206,8,2,0.147,1,808,3,1,93,3,2,0.175,1,0.125,6500,13305,5,0,17,3,2,1,6,1,3,3,2,1,2
42,0,0.249,570,0.138,8,3,0.147,1,809,2,0,66,3,5,0.049,4,0.101,18430,16225,1,0,13,3,2,1,24,4,2,24,7,14,9
23,1,0.15,1243,0.138,6,3,0.147,1,811,3,0,63,4,1,0.239,1,0.125,1601,3445,1,1,21,4,3,2,1,2,3,0,0,0,0
24,0,0.08,1092,0.138,9,3,0.147,1,812,3,0,60,2,1,0.239,2,0.101,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0
52,0,0.15,1325,0.138,11,4,0.147,1,813,4,1,82,3,2,0.239,3,0.125,3149,21821,8,0,20,4,2,1,9,3,3,5,2,1,4
50,0,0.15,691,0.138,2,3,0.136,1,815,3,0,64,3,4,0.025,3,0.125,17639,6881,5,0,16,3,4,0,30,3,3,4,3,0,3
29,1,0.15,805,0.138,1,2,0.147,1,816,2,1,36,2,1,0.239,1,0.125,2319,6689,1,1,11,3,4,1,1,1,3,1,0,0,0
33,0,0.15,213,0.138,7,3,0.136,1,817,3,0,49,3,3,0.025,3,0.125,11691,25995,0,0,11,3,4,0,14,3,4,13,9,3,7
33,1,0.15,118,0.206,16,3,0.22,1,819,1,1,69,3,2,0.175,1,0.255,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2
47,0,0.15,202,0.138,2,2,0.134,1,820,3,1,33,3,4,0.049,4,0.125,16752,12982,1,1,11,3,3,1,26,3,2,26,14,3,0
36,0,0.15,676,0.138,1,3,0.134,1,823,3,1,35,3,2,0.069,2,0.125,5228,23361,0,0,15,3,1,1,10,2,3,9,7,0,5
29,0,0.15,1252,0.138,23,2,0.147,1,824,3,0,81,4,1,0.161,3,0.125,2700,23779,1,0,24,4,3,1,10,3,3,10,7,0,7
58,1,0.15,286,0.138,2,4,0.147,1,825,4,0,31,3,5,0.025,2,0.255,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8
35,0,0.15,1258,0.138,1,4,0.147,1,826,4,1,40,4,1,0.161,3,0.255,2506,13301,3,0,13,3,3,0,7,0,3,2,2,2,2
42,0,0.15,932,0.138,1,2,0.147,1,827,4,1,43,2,2,0.069,4,0.125,6062,4051,9,1,13,3,4,1,8,4,3,4,3,0,2
28,1,0.15,890,0.138,2,4,0.136,1,828,3,0,46,3,1,0.161,3,0.255,4382,16374,6,0,17,3,4,0,5,3,2,2,2,2,1
36,0,0.15,1041,0.19,13,3,0.259,1,829,3,0,36,3,1,0.231,2,0.125,2143,25527,4,0,13,3,2,1,8,2,3,5,2,0,4
32,0,0.15,859,0.138,4,3,0.147,1,830,3,1,98,2,2,0.069,3,0.125,6162,19124,1,0,12,3,3,1,14,3,3,14,13,6,8
40,0,0.249,720,0.138,16,4,0.136,1,832,1,0,51,2,2,0.239,3,0.255,5094,11983,6,0,14,3,4,0,10,6,3,1,0,0,0
30,0,0.15,946,0.138,2,3,0.136,1,833,3,1,52,2,2,0.069,4,0.255,6877,20234,5,1,24,4,2,0,12,4,2,0,0,0,0
45,0,0.15,252,0.138,2,3,0.147,1,834,2,1,95,2,1,0.161,3,0.255,2274,6153,1,0,14,3,4,0,1,3,3,1,0,0,0
42,0,0.15,933,0.138,29,3,0.147,1,836,2,0,98,3,2,0.069,2,0.125,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8
38,0,0.249,471,0.138,12,3,0.147,1,837,1,0,45,2,2,0.069,1,0.101,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2
34,0,0.249,702,0.138,16,4,0.147,1,838,3,1,100,2,1,0.161,4,0.255,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3
49,1,0.15,1184,0.206,11,3,0.22,1,840,3,1,43,3,3,0.175,4,0.125,7654,5860,1,0,18,3,1,2,9,3,4,9,8,7,7
55,1,0.15,436,0.206,2,1,0.136,1,842,3,0,37,3,2,0.175,4,0.255,5160,21519,4,0,16,3,3,0,12,3,2,9,7,7,3
43,0,0.15,589,0.138,14,2,0.147,1,843,2,0,94,3,4,0.025,1,0.125,17159,5200,6,0,24,4,3,1,22,3,3,4,1,1,0
27,0,0.15,269,0.138,5,1,0.242,1,844,3,0,42,2,3,0.025,4,0.101,12808,8842,1,1,16,3,2,1,9,3,3,9,8,0,8
35,0,0.15,950,0.138,7,3,0.134,1,845,3,0,59,3,3,0.069,3,0.255,10221,18869,3,0,21,4,2,0,17,3,4,8,5,1,6
28,0,0.15,760,0.206,2,4,0.22,1,846,2,1,81,3,2,0.175,2,0.125,4779,3698,1,1,20,4,1,0,8,2,3,8,7,7,5
34,0,0.15,829,0.19,3,2,0.259,1,847,3,0,88,3,1,0.231,4,0.125,3737,2243,0,0,19,3,3,1,4,1,1,3,2,0,2
26,1,0.249,887,0.138,5,2,0.136,1,848,3,1,88,2,1,0.161,3,0.125,2366,20898,1,1,14,3,1,1,8,2,3,8,7,1,7
27,0,0.08,443,0.138,3,3,0.136,1,850,4,0,50,3,1,0.161,4,0.125,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0
51,0,0.15,1318,0.206,26,4,0.22,1,851,1,1,66,3,4,0.049,3,0.125,16307,5594,2,0,14,3,3,1,29,2,2,20,6,4,17
44,0,0.15,625,0.138,4,3,0.136,1,852,4,0,50,3,2,0.069,2,0.255,5933,5197,9,0,12,3,4,0,10,2,2,5,2,2,3
25,0,0.15,180,0.138,2,1,0.136,1,854,1,0,65,4,1,0.161,1,0.255,3424,21632,7,0,13,3,3,0,6,3,2,4,3,0,1
33,0,0.15,586,0.206,1,3,0.136,1,855,1,0,48,4,2,0.175,1,0.101,4037,21816,1,0,22,4,1,1,9,5,3,9,8,0,8
35,0,0.15,1343,0.138,27,1,0.136,1,856,3,1,53,2,1,0.161,1,0.255,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1
36,0,0.15,928,0.206,1,2,0.147,1,857,2,0,56,3,2,0.175,4,0.125,6201,2823,1,1,14,3,4,1,18,1,2,18,14,4,11
32,0,0.15,117,0.206,13,4,0.147,1,859,2,0,73,3,2,0.175,4,0.101,4403,9250,2,0,11,3,3,1,8,3,2,5,2,0,3
30,0,0.249,1012,0.138,5,4,0.147,1,861,2,0,75,2,1,0.161,4,0.101,3761,2373,9,0,12,3,2,1,10,3,2,5,4,0,3
53,0,0.15,661,0.206,7,2,0.22,1,862,1,1,78,2,3,0.175,4,0.125,10934,20715,7,1,18,3,4,1,35,3,3,5,2,0,4
45,0,0.15,930,0.206,9,3,0.22,1,864,4,0,74,3,3,0.175,1,0.101,10761,19239,4,1,12,3,3,1,18,2,3,5,4,0,2
32,0,0.15,638,0.138,8,2,0.136,1,865,3,1,91,4,2,0.161,3,0.125,5175,22162,5,0,12,3,3,1,9,3,2,5,3,1,3
52,0,0.249,890,0.138,25,4,0.136,1,867,3,1,81,2,4,0.069,4,0.125,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0
37,0,0.15,342,0.206,16,4,0.22,1,868,4,0,66,2,2,0.175,3,0.101,6334,24558,4,0,19,3,4,2,9,2,3,1,0,0,0
28,0,0.15,1169,0.19,8,2,0.136,1,869,2,0,63,2,1,0.231,4,0.101,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4
22,0,0.15,1230,0.138,1,2,0.147,1,872,4,0,33,2,2,0.069,4,0.125,4775,19146,6,0,22,4,1,2,4,2,1,2,2,2,2
44,0,0.15,986,0.138,8,4,0.147,1,874,1,0,62,4,1,0.239,4,0.125,2818,5044,2,1,24,4,3,1,10,2,2,3,2,0,2
42,0,0.249,1271,0.138,2,1,0.136,1,875,2,0,35,3,1,0.161,4,0.255,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2
36,0,0.15,1278,0.19,8,3,0.147,1,878,1,0,77,2,1,0.231,1,0.125,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3
25,0,0.15,141,0.206,3,1,0.134,1,879,3,0,98,3,2,0.175,1,0.125,4194,14363,1,1,18,3,4,0,5,3,3,5,3,0,3
35,0,0.15,607,0.138,9,3,0.147,1,880,4,1,66,2,3,0.069,3,0.125,10685,23457,1,1,20,4,2,1,17,2,3,17,14,5,15
35,1,0.249,130,0.138,25,4,0.147,1,881,4,1,96,3,1,0.161,2,0.101,2022,16612,1,1,19,3,1,1,10,3,2,10,2,7,8
32,0,0.08,300,0.138,1,3,0.147,1,882,4,0,61,3,1,0.239,4,0.101,2314,9148,0,0,12,3,2,1,4,2,3,3,0,0,2
25,0,0.15,583,0.206,4,1,0.22,1,885,3,0,87,2,2,0.175,1,0.125,4256,18154,1,0,12,3,1,0,5,1,4,5,2,0,3
49,0,0.15,1418,0.138,1,3,0.242,1,887,3,1,36,3,1,0.161,1,0.125,3580,10554,2,0,16,3,2,1,7,2,3,4,2,0,2
24,0,0.08,1269,0.138,4,1,0.147,1,888,1,0,46,2,1,0.239,4,0.125,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4
32,0,0.249,379,0.206,5,2,0.147,1,889,2,0,48,3,2,0.175,2,0.125,6524,8891,1,0,14,3,4,1,10,3,3,10,8,5,3
38,0,0.15,395,0.206,9,3,0.22,1,893,2,0,98,2,1,0.398,2,0.125,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2
42,0,0.15,1265,0.138,3,3,0.147,1,894,3,1,95,4,2,0.239,4,0.125,5231,23726,2,1,13,3,2,1,17,1,2,5,3,1,3
31,0,0.15,1222,0.138,11,4,0.147,1,895,4,0,48,3,1,0.161,4,0.125,2356,14871,3,1,19,3,2,1,8,2,3,6,4,0,2
29,1,0.15,341,0.206,1,3,0.136,1,896,2,1,48,2,1,0.398,3,0.101,2800,23522,6,1,19,3,3,3,5,3,3,3,2,0,2
53,0,0.15,868,0.206,8,3,0.22,1,897,1,0,73,3,4,0.175,4,0.125,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2
35,0,0.15,672,0.138,25,3,0.242,1,899,4,0,78,2,3,0.069,2,0.125,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8
37,0,0.249,1231,0.206,21,2,0.136,1,900,3,1,54,3,1,0.398,4,0.125,2973,21222,5,0,15,3,2,1,10,3,3,5,4,0,0
53,0,0.15,102,0.138,23,4,0.147,1,901,4,1,72,3,4,0.025,4,0.255,14275,20206,6,0,18,3,3,0,33,0,3,12,9,3,8
43,0,0.249,422,0.138,1,3,0.147,1,902,4,1,33,3,2,0.069,4,0.125,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2
47,0,0.15,249,0.206,2,2,0.22,1,903,3,1,35,3,2,0.175,4,0.125,4537,17783,0,1,22,4,1,1,8,2,3,7,6,7,7
37,0,0.08,1252,0.206,19,2,0.136,1,904,1,0,32,3,3,0.175,2,0.255,7642,4814,1,1,13,3,4,0,10,2,3,10,0,0,9
50,0,0.08,881,0.138,2,4,0.147,1,905,1,0,98,3,4,0.049,1,0.101,17924,4544,1,0,11,3,4,1,31,3,3,31,6,14,7
39,0,0.15,1383,0.19,2,3,0.147,1,909,4,1,42,2,2,0.231,4,0.125,5204,7790,8,0,11,3,3,2,13,2,3,5,4,0,4
33,0,0.15,1075,0.19,3,2,0.259,1,910,4,0,57,3,1,0.231,2,0.101,2277,22650,3,1,11,3,3,1,7,4,4,4,3,0,3
32,1,0.15,374,0.138,25,4,0.147,1,911,1,0,87,3,1,0.239,4,0.255,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1
29,0,0.15,1086,0.138,7,1,0.136,1,912,1,1,62,2,1,0.239,4,0.101,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3
44,0,0.15,661,0.138,9,2,0.147,1,913,2,0,61,3,1,0.161,1,0.125,2559,7508,1,1,13,3,4,0,8,0,3,8,7,7,1
28,0,0.15,821,0.206,5,4,0.136,1,916,1,0,98,3,2,0.175,4,0.255,4908,24252,1,0,14,3,2,0,4,3,3,4,2,0,2
58,1,0.249,781,0.138,2,1,0.147,1,918,4,0,57,2,1,0.239,4,0.101,2380,13384,9,1,14,3,4,1,3,3,2,1,0,0,0
43,0,0.15,177,0.138,8,3,0.147,1,920,1,1,55,3,2,0.069,2,0.101,4765,23814,4,0,21,4,3,1,4,2,4,1,0,0,0
20,1,0.15,500,0.206,2,3,0.136,1,922,3,1,49,2,1,0.398,3,0.255,2044,22052,1,0,13,3,4,0,2,3,2,2,2,0,2
21,1,0.15,1427,0.138,18,1,0.134,1,923,4,1,65,3,1,0.161,4,0.255,2693,8870,1,0,19,3,1,0,1,3,2,1,0,0,0
36,0,0.15,1425,0.138,14,1,0.147,1,924,3,0,68,3,2,0.069,4,0.125,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11
47,0,0.15,1454,0.206,2,4,0.147,1,925,4,1,65,2,1,0.398,4,0.255,3294,13137,1,1,18,3,1,0,3,3,2,3,2,1,2
22,1,0.15,617,0.138,3,1,0.147,1,926,2,1,34,3,2,0.069,3,0.125,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2
41,1,0.15,1085,0.138,2,4,0.147,1,927,2,1,57,1,1,0.239,4,0.101,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0
28,0,0.15,995,0.138,9,3,0.136,1,930,3,1,77,3,1,0.161,3,0.101,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2
39,1,0.15,1122,0.138,6,3,0.136,1,932,4,0,70,3,1,0.239,1,0.125,2404,4303,7,1,21,4,4,0,8,2,1,2,2,2,2
27,0,0.15,618,0.138,4,3,0.147,1,933,2,1,76,3,1,0.161,3,0.255,2318,17808,1,0,19,3,3,0,1,2,3,1,1,0,0
34,0,0.15,546,0.138,10,3,0.147,1,934,2,0,83,3,1,0.239,2,0.101,2008,6896,1,0,14,3,2,2,1,3,3,1,0,1,0
42,0,0.15,462,0.206,14,2,0.136,1,936,3,1,68,2,2,0.175,3,0.255,6244,7824,7,0,17,3,1,0,10,6,3,5,4,0,3
33,0,0.15,1198,0.138,1,4,0.134,1,939,3,0,100,2,1,0.161,1,0.255,2799,3339,3,1,11,3,2,0,6,1,3,3,2,0,2
58,0,0.15,1272,0.138,5,3,0.242,1,940,3,1,37,2,3,0.069,2,0.101,10552,9255,2,1,13,3,4,1,24,3,3,6,0,0,4
31,0,0.15,154,0.206,7,4,0.147,1,941,2,0,41,2,1,0.398,3,0.125,2329,11737,3,0,15,3,2,0,13,2,4,7,7,5,2
35,0,0.15,1137,0.138,21,1,0.147,1,942,4,1,51,3,2,0.069,4,0.125,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7
49,0,0.15,527,0.138,8,2,0.134,1,944,1,1,51,3,3,0.239,2,0.125,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7
48,0,0.15,1469,0.138,20,4,0.136,1,945,4,0,51,3,1,0.161,3,0.125,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0
31,0,0.08,1188,0.206,20,2,0.22,1,947,4,1,45,3,2,0.175,3,0.125,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0
36,0,0.15,188,0.138,7,4,0.134,1,949,2,0,65,3,1,0.161,4,0.255,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1
38,0,0.15,1333,0.138,1,3,0.242,1,950,4,1,80,3,3,0.025,1,0.125,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11
32,0,0.08,1184,0.138,1,3,0.147,1,951,3,1,70,2,1,0.239,2,0.125,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2
25,1,0.15,867,0.206,19,2,0.22,1,952,3,0,36,2,1,0.398,2,0.125,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0
40,0,0.15,658,0.206,10,4,0.22,1,954,1,0,67,2,3,0.175,2,0.101,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0
26,0,0.249,1283,0.206,1,3,0.136,1,956,3,0,52,2,2,0.175,1,0.255,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7
41,0,0.15,263,0.138,6,3,0.136,1,957,4,0,59,3,1,0.239,1,0.255,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17
36,0,0.15,938,0.138,2,4,0.136,1,958,3,0,79,3,1,0.239,3,0.255,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9
19,1,0.15,419,0.206,21,3,0.134,1,959,4,0,37,2,1,0.398,2,0.255,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0
20,1,0.15,129,0.138,4,3,0.242,1,960,1,0,84,3,1,0.239,1,0.255,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0
31,0,0.15,616,0.138,12,3,0.136,1,961,4,1,41,3,2,0.069,4,0.125,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5
40,0,0.249,1469,0.138,9,4,0.136,1,964,4,0,35,3,1,0.161,2,0.101,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0
32,0,0.15,498,0.138,3,4,0.136,1,966,3,1,93,3,2,0.069,1,0.125,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3
36,1,0.15,530,0.206,3,1,0.147,1,967,3,0,51,2,3,0.175,4,0.125,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7
33,0,0.15,1069,0.138,1,3,0.147,1,969,2,1,42,2,2,0.069,4,0.255,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4
37,1,0.15,625,0.206,1,4,0.147,1,970,1,0,46,2,3,0.175,3,0.125,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7
